Crash Year,Crash Month,Crash Day,Time of Day,City or Township,Crash: Intersection,Crash: Hit-and-Run,Lighting Conditions,Highway Class,Highway Number,Speed Limit at Crash Site,Weather Conditions (2016+),Worst Injury in Crash,Traffic Control,Trafficway,Crash Type
2016,March,17,12:00 midnight - 1:00 AM,Wayne County: Taylor,Not intersection crash,Hit-and-run,Dark lighted,U.S. route,M-24\US-24\US-24BR,25,Clear,Suspected minor injury (B),None,Not physically divided (two-way trafficway),Other
2016,March,16,6:00 PM - 7:00 PM,Wayne County: Detroit,Not intersection crash,Hit-and-run,Daylight,Michigan route,M-1,30,Clear,Possible injury (C),None,Not physically divided (two-way trafficway),Other
2016,October,6,8:00 AM - 9:00 AM,Wayne County: Dearborn,Intersection crash,Not hit-and-run,Daylight,"County road, city street, or unknown",Local road or unknown,35,Clear,Suspected minor injury (B),Signal,Not physically divided (two-way trafficway),Single motor vehicle
2016,May,29,1:00 AM - 2:00 AM,Wayne County: Detroit,Intersection crash,Hit-and-run,Daylight,"County road, city street, or unknown",Local road or unknown,25,Clear,Possible injury (C),Stop sign,Not physically divided (two-way trafficway),Other
2016,January,16,8:00 PM - 9:00 PM,Wayne County: Detroit,Intersection crash,Hit-and-run,Dark lighted,"County road, city street, or unknown",Local road or unknown,25,Cloudy,No injury (O),Stop sign,Not physically divided (two-way trafficway),Other
2016,September,13,8:00 PM - 9:00 PM,Wayne County: Detroit,Intersection crash,Not hit-and-run,Dark unlighted,"County road, city street, or unknown",Local road or unknown,30,Clear,Suspected serious injury (A),None,Not physically divided (two-way trafficway),Single motor vehicle
2016,May,8,2:00 PM - 3:00 PM,Wayne County: Detroit,Intersection crash,Not hit-and-run,Daylight,"County road, city street, or unknown",Local road or unknown,25,Clear,Possible injury (C),None,Not physically divided (two-way trafficway),Single motor vehicle
2016,May,28,6:00 PM - 7:00 PM,Wayne County: Detroit,Intersection crash,Not hit-and-run,Daylight,"County road, city street, or unknown",Local road or unknown,30,Clear,Possible injury (C),Stop sign,Not physically divided (two-way trafficway),Single motor vehicle
2016,March,1,6:00 AM - 7:00 AM,Wayne County: Detroit,Intersection crash,Not hit-and-run,Daylight,"County road, city street, or unknown",Local road or unknown,30,Snow,Suspected minor injury (B),Signal,Not physically divided (two-way trafficway),Single motor vehicle
2016,June,29,11:00 PM - 12:00 midnight,Wayne County: Detroit,Not intersection crash,Not hit-and-run,Dark lighted,Michigan route,M-102\US-102,Uncoded & errors,Clear,Possible injury (C),None,"Divided highway, median strip, with traffic barrier",Single motor vehicle
2016,June,22,5:00 PM - 6:00 PM,Wayne County: Detroit,Intersection crash,Not hit-and-run,Daylight,"County road, city street, or unknown",Local road or unknown,25,Clear,Suspected minor injury (B),Signal,Not physically divided (two-way trafficway),Unknown
2016,February,4,1:00 PM - 2:00 PM,Wayne County: Detroit,Intersection crash,Hit-and-run,Daylight,"County road, city street, or unknown",Local road or unknown,25,Cloudy,Possible injury (C),Stop sign,Not physically divided (two-way trafficway),Single motor vehicle
2016,October,1,2:00 PM - 3:00 PM,Wayne County: Westland,Intersection crash,Not hit-and-run,Daylight,"County road, city street, or unknown",Local road or unknown,25,Clear,Possible injury (C),Stop sign,Not physically divided (two-way trafficway),Other
2016,August,17,9:00 AM - 10:00 AM,Wayne County: Dearborn,Not intersection crash,Hit-and-run,Daylight,"County road, city street, or unknown",Local road or unknown,35,Clear,Suspected minor injury (B),None,Not physically divided (two-way trafficway),Single motor vehicle
2016,October,3,2:00 PM - 3:00 PM,Wayne County: Livonia,Intersection crash,Not hit-and-run,Daylight,"County road, city street, or unknown",Local road or unknown,45,Clear,Possible injury (C),Signal,Not physically divided (two-way trafficway),Single motor vehicle
2016,October,19,9:00 AM - 10:00 AM,Wayne County: Redford Twp.,Not intersection crash,Not hit-and-run,Daylight,U.S. route,M-24\US-24\US-24BR,10,Clear,Possible injury (C),None,Not physically divided (two-way trafficway),Single motor vehicle
2016,September,27,7:00 PM - 8:00 PM,Wayne County: Detroit,Not intersection crash,Not hit-and-run,Dark lighted,Michigan route,M-96\I-96\I-96BS,30,Clear,Suspected serious injury (A),Signal,"Divided highway, median strip, without traffic barrier",Single motor vehicle
2016,June,23,5:00 PM - 6:00 PM,Wayne County: Detroit,Intersection crash,Not hit-and-run,Daylight,"County road, city street, or unknown",Local road or unknown,25,Clear,Possible injury (C),None,Not physically divided (two-way trafficway),Rear-end
2016,November,16,7:00 AM - 8:00 AM,Wayne County: Detroit,Intersection crash,Not hit-and-run,Daylight,"County road, city street, or unknown",Local road or unknown,35,Clear,Suspected minor injury (B),Stop sign,Not physically divided (two-way trafficway),Single motor vehicle
2016,August,28,5:00 AM - 6:00 AM,Wayne County: Detroit,Intersection crash,Not hit-and-run,Daylight,"County road, city street, or unknown",Local road or unknown,Uncoded & errors,Clear,Possible injury (C),None,Not physically divided (two-way trafficway),Single motor vehicle
2016,February,2,12:00 midnight - 1:00 AM,Wayne County: Detroit,Not intersection crash,Not hit-and-run,Dark lighted,"County road, city street, or unknown",Local road or unknown,20,Clear,Possible injury (C),None,Not physically divided (two-way trafficway),Single motor vehicle
2016,August,9,7:00 PM - 8:00 PM,Wayne County: Lincoln Park,Not intersection crash,Not hit-and-run,Daylight,Michigan route,M-85,45,Clear,No injury (O),Signal,"Divided highway, median strip, without traffic barrier",Single motor vehicle
2016,June,25,9:00 PM - 10:00 PM,Wayne County: Detroit,Intersection crash,Hit-and-run,Dusk,"County road, city street, or unknown",Local road or unknown,25,Clear,No injury (O),Stop sign,Not physically divided (two-way trafficway),Single motor vehicle
2016,January,31,12:00 midnight - 1:00 AM,Wayne County: Detroit,Not intersection crash,Not hit-and-run,Dark lighted,"County road, city street, or unknown",Local road or unknown,30,Clear,Possible injury (C),Signal,Not physically divided (two-way trafficway),Other
2016,April,19,8:00 PM - 9:00 PM,Wayne County: Detroit,Not intersection crash,Hit-and-run,Dusk,Michigan route,M-10\US-10\US-10BR,55,Clear,Fatal injury (K),Yield sign,"Divided highway, median strip, with traffic barrier",Rear-end
2016,October,10,6:00 PM - 7:00 PM,Wayne County: Harper Woods,Not intersection crash,Not hit-and-run,Dusk,"County road, city street, or unknown",Local road or unknown,35,Cloudy,Suspected minor injury (B),Stop sign,One-way trafficway,Single motor vehicle
2016,November,18,9:00 AM - 10:00 AM,Wayne County: Garden City,Intersection crash,Not hit-and-run,Daylight,Michigan route,M-153,40,Clear,Suspected serious injury (A),Stop sign,Not physically divided (two-way trafficway),Single motor vehicle
2016,July,3,2:00 PM - 3:00 PM,Wayne County: Detroit,Intersection crash,Not hit-and-run,Daylight,Michigan route,M-102\US-102,35,Clear,Possible injury (C),Signal,Not physically divided (two-way trafficway),Other
2016,January,15,4:00 PM - 5:00 PM,Wayne County: Lincoln Park,Not intersection crash,Not hit-and-run,Dusk,"County road, city street, or unknown",Local road or unknown,40,Rain,Suspected minor injury (B),Signal,Not physically divided (two-way trafficway),Single motor vehicle
2016,July,18,9:00 PM - 10:00 PM,Wayne County: Lincoln Park,Not intersection crash,Hit-and-run,Daylight,"County road, city street, or unknown",Local road or unknown,25,Clear,No injury (O),None,Not physically divided (two-way trafficway),Single motor vehicle
2016,May,30,1:00 AM - 2:00 AM,Wayne County: Detroit,Intersection crash,Hit-and-run,Dark lighted,"County road, city street, or unknown",Local road or unknown,30,Clear,No injury (O),None,Not physically divided (two-way trafficway),Single motor vehicle
2016,May,17,3:00 PM - 4:00 PM,Wayne County: Detroit,Intersection crash,Not hit-and-run,Daylight,"County road, city street, or unknown",Local road or unknown,25,Clear,Possible injury (C),Signal,Not physically divided (two-way trafficway),Single motor vehicle
2016,November,8,1:00 AM - 2:00 AM,Wayne County: Detroit,Intersection crash,Hit-and-run,Dark lighted,"County road, city street, or unknown",Local road or unknown,25,Clear,No injury (O),None,Not physically divided (two-way trafficway),Unknown
2016,June,14,8:00 PM - 9:00 PM,Wayne County: Detroit,Not intersection crash,Not hit-and-run,Daylight,"County road, city street, or unknown",Local road or unknown,35,Clear,Possible injury (C),Signal,Not physically divided (two-way trafficway),Single motor vehicle
2016,October,22,7:00 PM - 8:00 PM,Wayne County: Detroit,Intersection crash,Not hit-and-run,Dark lighted,"County road, city street, or unknown",Local road or unknown,35,Cloudy,Fatal injury (K),None,Not physically divided (two-way trafficway),Single motor vehicle
2016,December,16,5:00 PM - 6:00 PM,Wayne County: Detroit,Intersection crash,Not hit-and-run,Dark lighted,"County road, city street, or unknown",Local road or unknown,25,Clear,Possible injury (C),Signal,One-way trafficway,Single motor vehicle
2016,October,28,7:00 AM - 8:00 AM,Wayne County: Detroit,Not intersection crash,Not hit-and-run,Daylight,"County road, city street, or unknown",Local road or unknown,30,Clear,Suspected minor injury (B),None,Not physically divided (two-way trafficway),Single motor vehicle
2016,May,3,6:00 PM - 7:00 PM,Wayne County: Detroit,Intersection crash,Not hit-and-run,Daylight,"County road, city street, or unknown",Local road or unknown,25,Clear,Possible injury (C),None,"Divided highway, median strip, without traffic barrier",Single motor vehicle
2016,December,15,2:00 PM - 3:00 PM,Wayne County: Detroit,Not intersection crash,Hit-and-run,Daylight,"County road, city street, or unknown",Local road or unknown,35,Clear,Suspected serious injury (A),None,Not physically divided (two-way trafficway),Other
2016,July,18,12:00 noon - 1:00 PM,Wayne County: Detroit,Intersection crash,Hit-and-run,Daylight,"County road, city street, or unknown",Local road or unknown,30,Clear,Possible injury (C),Signal,Not physically divided (two-way trafficway),Other
2016,December,20,8:00 AM - 9:00 AM,Wayne County: Dearborn,Not intersection crash,Not hit-and-run,Daylight,"County road, city street, or unknown",Local road or unknown,35,Clear,Possible injury (C),Signal,Not physically divided (two-way trafficway),Single motor vehicle
2016,May,12,4:00 PM - 5:00 PM,Wayne County: Detroit,Not intersection crash,Hit-and-run,Daylight,"County road, city street, or unknown",Local road or unknown,35,Cloudy,No injury (O),Stop sign,Not physically divided (two-way trafficway),Other
2016,October,8,1:00 AM - 2:00 AM,Wayne County: Detroit,Not intersection crash,Hit-and-run,Dark unlighted,"County road, city street, or unknown",Local road or unknown,30,Clear,No injury (O),None,"Divided highway, median strip, with traffic barrier",Single motor vehicle
2016,August,7,10:00 AM - 11:00 AM,Wayne County: Detroit,Intersection crash,Hit-and-run,Daylight,"County road, city street, or unknown",Local road or unknown,Uncoded & errors,Clear,Possible injury (C),None,Not physically divided (two-way trafficway),Single motor vehicle
2016,April,23,7:00 PM - 8:00 PM,Wayne County: Detroit,Not intersection crash,Not hit-and-run,Daylight,"County road, city street, or unknown",Local road or unknown,Uncoded & errors,Clear,No injury (O),None,Not physically divided (two-way trafficway),Single motor vehicle
2016,December,25,2:00 PM - 3:00 PM,Wayne County: Detroit,Intersection crash,Not hit-and-run,Daylight,"County road, city street, or unknown",Local road or unknown,30,Cloudy,Suspected minor injury (B),Signal,Not physically divided (two-way trafficway),Single motor vehicle
2016,August,2,11:00 PM - 12:00 midnight,Wayne County: Canton Twp.,Intersection crash,Not hit-and-run,Dark unlighted,U.S. route,M-12\US-12\US-12BL\US-12BR,55,Clear,Suspected serious injury (A),Signal,"Divided highway, median strip, with traffic barrier",Single motor vehicle
2016,July,26,12:00 midnight - 1:00 AM,Wayne County: Detroit,Intersection crash,Hit-and-run,Dark lighted,"County road, city street, or unknown",Local road or unknown,Uncoded & errors,Clear,No injury (O),None,Not physically divided (two-way trafficway),Unknown
